rxn,Ea
[C:0](=[C:1]([S:2][H:6])[H:5])([H:3])[H:4].[S:7][H:8]>>[C:0](=[C:1]([S:2])[H:5])([H:3])[H:4].[H:6][S:7][H:8],-6.276
[C:0](=[C:1]([S:2][H:6])[H:5])([H:3])[H:4].[C:7]([S:8])([H:9])([H:10])[H:11]>>[C:0](=[C:1]([S:2])[H:5])([H:3])[H:4].[H:6][S:8][C:7]([H:9])([H:10])[H:11],-2.5104
[C:0](#[C:1][S:2])[H:3].[C:4](=[C:5]([S:6][H:10])[H:9])([H:7])[H:8]>>[C:0](#[C:1][S:2][H:10])[H:3].[C:4](=[C:5]([S:6])[H:9])([H:7])[H:8],18.828
[C:0](=[C:1]([S:2][H:6])[H:5])([H:3])[H:4].[S:7][c:8]1[c:9]([H:14])[c:10]([H:15])[c:11]([H:16])[c:12]([H:17])[c:13]1[H:18]>>[C:0](=[C:1]([S:2])[H:5])([H:3])[H:4].[H:6][S:7][c:8]1[c:9]([H:14])[c:10]([H:15])[c:11]([H:16])[c:12]([H:17])[c:13]1[H:18],7.9496
[C:0](=[C:1]([S:2][H:6])[H:5])([H:3])[H:4].[S:7][S:8][H:9]>>[C:0](=[C:1]([S:2])[H:5])([H:3])[H:4].[H:6][S:7][S:8][H:9],-6.276
[C:0](#[C:1][S:2][H:4])[H:3].[S:5][H:6]>>[C:0](#[C:1][S:2])[H:3].[H:4][S:5][H:6],12.1336
[C:0](#[C:1][S:2][H:4])[H:3].[C:5]([S:6])([H:7])([H:8])[H:9]>>[C:0](#[C:1][S:2])[H:3].[H:4][S:6][C:5]([H:7])([H:8])[H:9],-3.7656
[C:0](#[C:1][S:2][H:4])[H:3].[C:5](=[C:6]([S:7])[H:10])([H:8])[H:9]>>[C:0](#[C:1][S:2])[H:3].[H:4][S:7][C:6](=[C:5]([H:8])[H:9])[H:10],3.3472
[C:0](#[C:1][S:2][H:4])[H:3].[S:5][c:6]1[c:7]([H:12])[c:8]([H:13])[c:9]([H:14])[c:10]([H:15])[c:11]1[H:16]>>[C:0](#[C:1][S:2])[H:3].[H:4][S:5][c:6]1[c:7]([H:12])[c:8]([H:13])[c:9]([H:14])[c:10]([H:15])[c:11]1[H:16],-2.092
[C:0](#[C:1][S:2][H:4])[H:3].[S:5][S:6][H:7]>>[C:0](#[C:1][S:2])[H:3].[H:4][S:5][S:6][H:7],33.0118
[S:0]([c:1]1[c:2]([H:8])[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[c:6]1[H:12])[H:7].[S:13][H:14]>>[H:7][S:13][H:14].[S:0][c:1]1[c:2]([H:8])[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[c:6]1[H:12],-5.8576
[C:0]([S:1])([H:2])([H:3])[H:4].[S:5]([c:6]1[c:7]([H:13])[c:8]([H:14])[c:9]([H:15])[c:10]([H:16])[c:11]1[H:17])[H:12]>>[C:0]([S:1][H:12])([H:2])([H:3])[H:4].[S:5][c:6]1[c:7]([H:13])[c:8]([H:14])[c:9]([H:15])[c:10]([H:16])[c:11]1[H:17],-3.3472
[C:0](=[C:1]([S:2])[H:5])([H:3])[H:4].[S:6]([c:7]1[c:8]([H:14])[c:9]([H:15])[c:10]([H:16])[c:11]([H:17])[c:12]1[H:18])[H:13]>>[C:0](=[C:1]([S:2][H:13])[H:5])([H:3])[H:4].[S:6][c:7]1[c:8]([H:14])[c:9]([H:15])[c:10]([H:16])[c:11]([H:17])[c:12]1[H:18],10.46
[C:0](#[C:1][S:2])[H:3].[S:4]([c:5]1[c:6]([H:12])[c:7]([H:13])[c:8]([H:14])[c:9]([H:15])[c:10]1[H:16])[H:11]>>[C:0](#[C:1][S:2][H:11])[H:3].[S:4][c:5]1[c:6]([H:12])[c:7]([H:13])[c:8]([H:14])[c:9]([H:15])[c:10]1[H:16],16.3176
[S:0]([c:1]1[c:2]([H:8])[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[c:6]1[H:12])[H:7].[S:13][S:14][H:15]>>[H:7][S:13][S:14][H:15].[S:0][c:1]1[c:2]([H:8])[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[c:6]1[H:12],39.0367
[C:0]([S:1])([H:2])([H:3])[H:4].[S:5]([S:6][H:8])[H:7]>>[C:0]([S:1][H:7])([H:2])([H:3])[H:4].[S:5][S:6][H:8],-9.6232
[C:0]([S:1])([H:2])([H:3])[H:4].[S:5]([S:6][H:8])[H:7]>>[C:0]([S:1][S:5][S:6][H:8])([H:2])([H:3])[H:4].[H:7],85.6883
[C:0](=[C:1]([S:2])[H:5])([H:3])[H:4].[S:6]([S:7][H:9])[H:8]>>[C:0](=[C:1]([S:2][H:8])[H:5])([H:3])[H:4].[S:6][S:7][H:9],-1.6736
[C:0](#[C:1][S:2])[H:3].[S:4]([S:5][H:7])[H:6]>>[C:0](#[C:1][S:2][H:6])[H:3].[S:4][S:5][H:7],-1.2552
[S:0]([S:1][H:3])[H:2].[S:4][c:5]1[c:6]([H:11])[c:7]([H:12])[c:8]([H:13])[c:9]([H:14])[c:10]1[H:15]>>[H:2][S:4][c:5]1[c:6]([H:11])[c:7]([H:12])[c:8]([H:13])[c:9]([H:14])[c:10]1[H:15].[S:0][S:1][H:3],-7.1128
[C:0](#[C:1][C:2]([H:4])[H:5])[H:3].[C:6](=[C:7]([O:8][H:12])[H:11])([H:9])[H:10]>>[C:0](#[C:1][C:2]([H:4])([H:5])[H:12])[H:3].[C:6](=[C:7]([O:8])[H:11])([H:9])[H:10],30.1248
[C:0](=[C:1]=[C:2]([H:5])[H:6])([H:3])[H:4].[C:7](=[C:8]([O:9])[H:12])([H:10])[H:11]>>[C:0](=[C:1]=[C:2]([H:5])[H:6])[H:4].[H:3][O:9][C:8](=[C:7]([H:10])[H:11])[H:12],103.257
[C:0]([C:1]([C:2](=[O:3])[H:8])[H:7])([H:4])([H:5])[H:6].[O:9]([O:10][H:12])[H:11]>>[C:0]([C:1]([C:2](=[O:3])[H:8])([H:7])[H:11])([H:4])([H:5])[H:6].[O:9][O:10][H:12],12.1336
[C:0]([C:1]([C:2]([C:3](=[O:4])[H:11])([H:9])[H:10])[H:8])([H:5])([H:6])[H:7].[O:12]([O:13][H:15])[H:14]>>[C:0]([C:1]([C:2]([C:3](=[O:4])[H:11])([H:9])[H:10])([H:8])[H:14])([H:5])([H:6])[H:7].[O:12][O:13][H:15],0.16736
[C:0]([C:1]([C:2]([H:7])([H:8])[H:9])[H:6])([H:3])([H:4])[H:5].[O:10]([O:11][H:13])[H:12]>>[C:0]([C:1]([C:2]([H:7])([H:8])[H:9])([H:6])[H:12])([H:3])([H:4])[H:5].[O:10][O:11][H:13],0.16736
[C:0](#[C:1][C:2]([H:4])([H:5])[H:6])[H:3].[O:7][N+:8](=[O:9])[O-:10]>>[C:0](#[C:1][C:2]([H:5])[H:6])[H:3].[H:4][O:7][N+:8](=[O:9])[O-:10],32.3936
[H:1].[O:2]=[N+:3]([O-:4])[H:5]>>[H:1][H:5].[O:2][N:3]=[O:4],17.40544
[O-:1][N+:2](=[O:3])[H:4].[O:5]>>[N:2](=[O:3])[O:5].[O:1][H:4],9.87424
[O:1][H:2].[O:3]=[N+:4]([O-:5])[H:6]>>[O:1]([H:2])[H:6].[O:3][N:4]=[O:5],-3.30536
[C:1]([H:2])([H:3])[H:4].[O:5]=[N+:6]([O-:7])[H:8]>>[C:1]([H:2])([H:3])([H:4])[H:8].[O:5][N:6]=[O:7],20.25056
[N:1]([H:2])[H:3].[O-:4][N+:5](=[O:6])[H:7]>>[N:1]([H:2])([H:3])[H:7].[O:4][N:5]=[O:6],3.64008
[N:0]([H:1])([H:2])[H:3].[N:4][N:5]([H:6])[H:7]>>[H:1][N:4][N:5]([H:6])[H:7].[N:0]([H:2])[H:3],81.1
[N:1]([H:2])[H:3].[N:4]([N:5][H:6])[H:7]>>[H:2][N:5]([N:4][H:7])[H:6].[N:1][H:3],70.1
[N-:1]([N+:2]([H:3])[H:4])[H:5].[N:6][H:7]>>[H:3][N:6][H:7].[N:1]([N:2][H:4])[H:5],40.0
[C:0]([S:1][C:2]([H:6])([H:7])[H:8])([H:3])([H:4])[H:5].[H:9]>>[C:0]([S:1][C:2]([H:6])([H:7])[H:8])([H:4])[H:5].[H:3][H:9],16.8
[C:0]([S:1][C:2]([H:6])([H:7])[H:8])([H:3])([H:4])[H:5].[H:9]>>[C:0]([H:3])([H:4])[H:5].[S:1]([C:2]([H:6])([H:7])[H:8])[H:9],14.2256
[C:0]([S:1][C:2]([H:6])([H:7])[H:8])([H:3])([H:4])[H:5].[C:9]([H:10])([H:11])[H:12]>>[C:0]([S:1][C:2]([H:6])([H:7])[H:8])([H:4])[H:5].[H:3][C:9]([H:10])([H:11])[H:12],19.9
[C:0]([S:1]([C:2]([H:7])([H:8])[H:9])=[O:3])([H:4])([H:5])[H:6].[H:10]>>[C:0]([S:1]([C:2]([H:7])([H:8])[H:9])=[O:3])([H:5])[H:6].[H:4][H:10],28.4
[C:0]([S:1]([C:2]([H:7])([H:8])[H:9])=[O:3])([H:4])([H:5])[H:6].[O:10][H:11]>>[C:0]([S:1]([C:2]([H:7])([H:8])[H:9])=[O:3])([H:5])[H:6].[H:4][O:10][H:11],-17.6
[C:0]([S:1]([C:2]([H:7])([H:8])[H:9])=[O:3])([H:4])([H:5])[H:6].[C:10]([H:11])([H:12])[H:13]>>[C:0]([S:1]([C:2]([H:7])([H:8])[H:9])=[O:3])([H:5])[H:6].[H:4][C:10]([H:11])([H:12])[H:13],23.6
[C:0]([S:1]([C:2]([H:8])([H:9])[H:10])(=[O:3])=[O:4])([H:5])([H:6])[H:7].[H:11]>>[C:0]([S:1]([C:2]([H:8])([H:9])[H:10])(=[O:3])=[O:4])([H:6])[H:7].[H:5][H:11],39.3
[C:0]([S:1]([C:2]([H:8])([H:9])[H:10])(=[O:3])=[O:4])([H:5])([H:6])[H:7].[O:11][H:12]>>[C:0]([S:1]([C:2]([H:8])([H:9])[H:10])(=[O:3])=[O:4])([H:6])[H:7].[H:5][O:11][H:12],4.5
[C:0]([S:1]([C:2]([H:8])([H:9])[H:10])(=[O:3])=[O:4])([H:5])([H:6])[H:7].[C:11]([H:12])([H:13])[H:14]>>[C:0]([S:1]([C:2]([H:8])([H:9])[H:10])(=[O:3])=[O:4])([H:6])[H:7].[H:5][C:11]([H:12])([H:13])[H:14],29.7
[C:0]([H:1])([H:2])([H:3])[H:4].[I:5]>>[C:0]([H:2])([H:3])[H:4].[H:1][I:5],135.9
[C:2]([H:3])([H:4])[H:5].[I:0][H:1]>>[H:1][C:2]([H:3])([H:4])[H:5].[I:0],-5.3
[H:0][H:1].[I:2]>>[H:0].[H:1][I:2],128.2
[H:2].[I:0][H:1]>>[H:1][H:2].[I:0],-2.3
[I:3].[O:0]([H:1])[H:2]>>[H:1][I:3].[O:0][H:2],181.2
[I:0][H:1].[O:2][H:3]>>[H:1][O:2][H:3].[I:0],-7.9
[I:0].[O:1][H:2]>>[I:0][H:2].[O:1],124.4
[I:0][H:1].[O:2]>>[H:1][O:2].[I:0],4.9
[I:4].[O:0]([O:1][H:3])[H:2]>>[H:2][I:4].[O:0][O:1][H:3],73.83
[C:0](=[C:1]([C:2]([H:6])([H:7])[H:8])[H:5])([H:3])[H:4].[I:9]>>[C:0](=[C:1]([C:2]([H:6])([H:7])[H:8])[H:5])[H:4].[H:3][I:9],75.5
[C:0]([C:1]([H:5])([H:6])[H:7])([H:2])([H:3])[H:4].[I:8]>>[C:0]([C:1]([H:5])([H:6])[H:7])([H:3])[H:4].[H:2][I:8],111.0
[C:0](#[C:1][C:2]([C:3]([H:7])([H:8])[H:9])[C:4]#[C:5][H:10])[H:6].[I:11][H:12]>>[C:0](#[C:1][C:2]([C:3]([H:7])([H:8])[H:9])([C:4]#[C:5][H:10])[H:12])[H:6].[I:11],0.0
[C:1](=[C:2]1[C:4]([H:5])([H:6])[C:7]2[C:9]([H:10])=[C:11]([H:12])[C:13]([H:14])=[C:15]([H:16])[C:17]2([H:19])[C:20]1[H:22])([H:23])[H:24]>>[C:1](=[C:2]1[C:4]([H:5])([H:6])[c:7]2[c:9]([H:10])[c:11]([H:12])[c:13]([H:14])[c:15]([H:16])[c:17]2[C:20]1([H:19])[H:22])([H:23])[H:24],22.861376
[C:1](=[C:2]1[C:4]([H:5])[C:6]([H:7])([H:8])[C:9]2[C:11]([H:12])=[C:13]([H:14])[C:15]([H:16])=[C:17]([H:18])[C:19]12[H:21])([H:20])[H:22]>>[C:1](=[C:2]1[C:4]([H:5])([H:21])[C:6]([H:7])([H:8])[c:9]2[c:11]([H:12])[c:13]([H:14])[c:15]([H:16])[c:17]([H:18])[c:19]21)([H:20])[H:22],63.400152
[C:1](=[C:2]1[C:4]([H:5])[C:6]([H:7])([H:8])[C:9]2[C:11]([H:12])=[C:13]([H:14])[C:15]([H:16])=[C:17]([H:18])[C:19]12[H:21])([H:20])[H:22]>>[C:1](=[C:2]1[C:4]([H:5])[C:6]([H:7])([H:8])[c:9]2[c:11]([H:12])[c:13]([H:14])[c:15]([H:16])[c:17]([H:18])[c:19]21)([H:20])[H:22].[H:21],82.332752
[C:0]([C:1]([C:2](=[C:3]([C:4]([H:11])([H:12])[H:13])[H:10])[H:9])([H:7])[H:8])([H:5])[H:6]>>[C:0]1([H:5])([H:6])[C:1]([H:7])([H:8])[C:2]([H:9])[C:3]1([C:4]([H:11])([H:12])[H:13])[H:10],136.566
[C:0]([C:1]([C:2](=[C:3]([C:4]([H:11])([H:12])[H:13])[H:10])[H:9])([H:7])[H:8])([H:5])[H:6]>>[C:0]1([H:5])([H:6])[C:1]([H:7])([H:8])[C:2]1([C:3]([C:4]([H:11])([H:12])[H:13])[H:10])[H:9],36.1916
[C:0]([C:1]([C:2](=[C:3]([C:4]([H:11])([H:12])[H:13])[H:10])[H:9])([H:7])[H:8])([H:5])[H:6]>>[C:0]([C:1]([C:2](=[C:3]([C:4]([H:12])[H:13])[H:10])[H:9])([H:7])[H:8])([H:5])([H:6])[H:11],55.6472
[C:0]([C:1]([C:2]([H:8])([H:9])[H:10])([C:3]([H:11])([H:12])[H:13])[C:4](=[C:5]([H:15])[H:16])[H:14])([H:6])[H:7]>>[C:0]1([H:6])([H:7])[C:1]([C:2]([H:8])([H:9])[H:10])([C:3]([H:11])([H:12])[H:13])[C:4]([H:14])[C:5]1([H:15])[H:16],122.5912
[C:0]([C:1]([C:2]([H:8])([H:9])[H:10])([C:3]([H:11])([H:12])[H:13])[C:4](=[C:5]([H:15])[H:16])[H:14])([H:6])[H:7]>>[C:0]1([H:6])([H:7])[C:1]([C:2]([H:8])([H:9])[H:10])([C:3]([H:11])([H:12])[H:13])[C:4]1([C:5]([H:15])[H:16])[H:14],25.9408
[C:0](=[C:1]([C:2]([C:3]([C:4]([H:11])([H:12])[H:13])[C:5]([H:14])([H:15])[H:16])([H:9])[H:10])[H:8])([H:6])[H:7]>>[C:0]1([H:6])([H:7])[C:1]([H:8])[C:2]([H:9])([H:10])[C:3]1([C:4]([H:11])([H:12])[H:13])[C:5]([H:14])([H:15])[H:16],136.608
[C:0](=[C:1]([C:2]([C:3]([C:4]([H:11])([H:12])[H:13])[C:5]([H:14])([H:15])[H:16])([H:9])[H:10])[H:8])([H:6])[H:7]>>[C:0]([C:1]1([H:8])[C:2]([H:9])([H:10])[C:3]1([C:4]([H:11])([H:12])[H:13])[C:5]([H:14])([H:15])[H:16])([H:6])[H:7],35.8569
[C:0](=[C:1]([C:2]([C:3]([C:4]([H:11])([H:12])[H:13])[C:5]([H:14])([H:15])[H:16])([H:9])[H:10])[H:8])([H:6])[H:7]>>[C:0](=[C:1]([C:2]([C:3]([C:4]([H:11])([H:12])[H:13])([C:5]([H:14])([H:15])[H:16])[H:9])[H:10])[H:8])([H:6])[H:7],125.938
[C:0](=[C:1]([C:2]([C:3]([C:4]([H:11])([H:12])[H:13])[C:5]([H:14])([H:15])[H:16])([H:9])[H:10])[H:8])([H:6])[H:7]>>[C:0](=[C:1][C:2]([C:3]([C:4]([H:11])([H:12])[H:13])([C:5]([H:14])([H:15])[H:16])[H:8])([H:9])[H:10])([H:6])[H:7],176.983
[C:0](=[C:1]([C:2]([H:8])([H:9])[H:10])[C:3]([C:4]([C:5]([H:14])([H:15])[H:16])[H:13])([H:11])[H:12])([H:6])[H:7]>>[C:0]1([H:6])([H:7])[C:1]([C:2]([H:8])([H:9])[H:10])[C:3]([H:11])([H:12])[C:4]1([C:5]([H:14])([H:15])[H:16])[H:13],133.428
[C:0]([C:1]([C:2](=[C:3]([C:4]([H:11])([H:12])[H:13])[C:5]([H:14])([H:15])[H:16])[H:10])([H:8])[H:9])([H:6])[H:7]>>[C:0]1([H:6])([H:7])[C:1]([H:8])([H:9])[C:2]([H:10])[C:3]1([C:4]([H:11])([H:12])[H:13])[C:5]([H:14])([H:15])[H:16],143.93
[C:0]([C:1]([C:2](=[C:3]([C:4]([H:11])([H:12])[H:13])[C:5]([H:14])([H:15])[H:16])[H:10])([H:8])[H:9])([H:6])[H:7]>>[C:0]1([H:6])([H:7])[C:1]([H:8])([H:9])[C:2]1([C:3]([C:4]([H:11])([H:12])[H:13])[C:5]([H:14])([H:15])[H:16])[H:10],35.0619
[C:0](=[C:1]([C:2]([C:3]([C:4]([C:5]([H:14])([H:15])[H:16])[C:6]([H:17])([H:18])[H:19])([H:12])[H:13])([H:10])[H:11])[H:9])([H:7])[H:8]>>[C:0]1([H:7])([H:8])[C:1]([H:9])[C:2]([H:10])([H:11])[C:3]([H:12])([H:13])[C:4]1([C:5]([H:14])([H:15])[H:16])[C:6]([H:17])([H:18])[H:19],69.3289
[C:0](=[C:1]([C:2]([C:3]([C:4]([C:5]([H:14])([H:15])[H:16])[C:6]([H:17])([H:18])[H:19])([H:12])[H:13])([H:10])[H:11])[H:9])([H:7])[H:8]>>[C:0]([C:1]1([H:9])[C:2]([H:10])([H:11])[C:3]([H:12])([H:13])[C:4]1([C:5]([H:14])([H:15])[H:16])[C:6]([H:17])([H:18])[H:19])([H:7])[H:8],70.2075
[C:0](=[C:1]([C:2]([C:3]([C:4]([C:5]([H:14])([H:15])[H:16])[C:6]([H:17])([H:18])[H:19])([H:12])[H:13])([H:10])[H:11])[H:9])([H:7])[H:8]>>[C:0](=[C:1]([C:2]([C:3]([C:4]([C:5]([H:14])([H:15])[H:16])([C:6]([H:17])([H:18])[H:19])[H:10])([H:12])[H:13])[H:11])[H:9])([H:7])[H:8],126.775
[C:0]([C:1]([C:2]([C:3](=[C:4]([C:5]([H:14])([H:15])[H:16])[H:13])[H:12])([H:10])[H:11])([H:8])[H:9])([H:6])[H:7]>>[C:0]1([H:6])([H:7])[C:1]([H:8])([H:9])[C:2]([H:10])([H:11])[C:3]([H:12])[C:4]1([C:5]([H:14])([H:15])[H:16])[H:13],69.287
[C:0]([C:1]([C:2]([C:3](=[C:4]([C:5]([H:14])([H:15])[H:16])[H:13])[H:12])([H:10])[H:11])([H:8])[H:9])([H:6])[H:7]>>[C:0]1([H:6])([H:7])[C:1]([H:8])([H:9])[C:2]([H:10])([H:11])[C:3]1([C:4]([C:5]([H:14])([H:15])[H:16])[H:13])[H:12],70.5422
[C:0]([C:1]([C:2]([C:3](=[C:4]([C:5]([H:14])([H:15])[H:16])[H:13])[H:12])([H:10])[H:11])([H:8])[H:9])([H:6])[H:7]>>[C:0]([C:1]([C:2]([C:3](=[C:4]([C:5]([H:15])[H:16])[H:13])[H:12])([H:10])[H:11])([H:8])[H:9])([H:6])([H:7])[H:14],55.6472
[C:0]([C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([C:4](=[C:5]([H:15])[H:16])[H:14])[H:10])([H:8])[H:9])([H:6])[H:7]>>[C:0]1([H:6])([H:7])[C:1]([H:8])([H:9])[C:2]([C:3]([H:11])([H:12])[H:13])([H:10])[C:4]([H:14])[C:5]1([H:15])[H:16],58.9944
[C:0]([C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([C:4](=[C:5]([H:15])[H:16])[H:14])[H:10])([H:8])[H:9])([H:6])[H:7]>>[C:0]1([H:6])([H:7])[C:1]([H:8])([H:9])[C:2]([C:3]([H:11])([H:12])[H:13])([H:10])[C:4]1([C:5]([H:15])[H:16])[H:14],53.1368
[C:0]([C:1]([C:2]([C:3](=[C:4]([H:12])[H:13])[C:5]([H:14])([H:15])[H:16])([H:10])[H:11])([H:8])[H:9])([H:6])[H:7]>>[C:0]1([H:6])([H:7])[C:1]([H:8])([H:9])[C:2]([H:10])([H:11])[C:3]([C:5]([H:14])([H:15])[H:16])[C:4]1([H:12])[H:13],66.1909
[C:0]([C:1]([C:2]([C:3](=[C:4]([H:12])[H:13])[C:5]([H:14])([H:15])[H:16])([H:10])[H:11])([H:8])[H:9])([H:6])[H:7]>>[C:0]1([H:6])([H:7])[C:1]([H:8])([H:9])[C:2]([H:10])([H:11])[C:3]1([C:4]([H:12])[H:13])[C:5]([H:14])([H:15])[H:16],62.76
[C:0]([C:1]([C:2]([C:3](=[C:4]([H:12])[H:13])[C:5]([H:14])([H:15])[H:16])([H:10])[H:11])([H:8])[H:9])([H:6])[H:7]>>[C:0]([C:1]([C:2]([C:3](=[C:4]([H:12])[H:13])[C:5]([H:15])[H:16])([H:10])[H:11])([H:8])[H:9])([H:6])([H:7])[H:14],42.6768
[C:0]([C:1]([C:2]([H:9])([H:10])[H:11])([C:3]([H:12])([H:13])[H:14])[C:4]([C:5](=[C:6]([H:18])[H:19])[H:17])([H:15])[H:16])([H:7])[H:8]>>[C:0]1([H:7])([H:8])[C:1]([C:2]([H:9])([H:10])[H:11])([C:3]([H:12])([H:13])[H:14])[C:4]([H:15])([H:16])[C:5]([H:17])[C:6]1([H:18])[H:19],52.7184
[C:0]([C:1]([C:2]([H:9])([H:10])[H:11])([C:3]([H:12])([H:13])[H:14])[C:4]([C:5](=[C:6]([H:18])[H:19])[H:17])([H:15])[H:16])([H:7])[H:8]>>[C:0]1([H:7])([H:8])[C:1]([C:2]([H:9])([H:10])[H:11])([C:3]([H:12])([H:13])[H:14])[C:4]([H:15])([H:16])[C:5]1([C:6]([H:18])[H:19])[H:17],48.9528
[C:0]([C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([C:4]([H:14])([H:15])[H:16])[C:5](=[C:6]([H:18])[H:19])[H:17])([H:9])[H:10])([H:7])[H:8]>>[C:0]1([H:7])([H:8])[C:1]([H:9])([H:10])[C:2]([C:3]([H:11])([H:12])[H:13])([C:4]([H:14])([H:15])[H:16])[C:5]([H:17])[C:6]1([H:18])[H:19],56.0656
[C:0]([C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([C:4]([H:14])([H:15])[H:16])[C:5](=[C:6]([H:18])[H:19])[H:17])([H:9])[H:10])([H:7])[H:8]>>[C:0]1([H:7])([H:8])[C:1]([H:9])([H:10])[C:2]([C:3]([H:11])([H:12])[H:13])([C:4]([H:14])([H:15])[H:16])[C:5]1([C:6]([H:18])[H:19])[H:17],51.8816
[C:0]([C:1]([C:2]([C:3](=[C:4]([C:5]([H:14])([H:15])[H:16])[C:6]([H:17])([H:18])[H:19])[H:13])([H:11])[H:12])([H:9])[H:10])([H:7])[H:8]>>[C:0]1([H:7])([H:8])[C:1]([H:9])([H:10])[C:2]([H:11])([H:12])[C:3]([H:13])[C:4]1([C:5]([H:14])([H:15])[H:16])[C:6]([H:17])([H:18])[H:19],76.6509
[C:0]([C:1]([C:2]([C:3](=[C:4]([C:5]([H:14])([H:15])[H:16])[C:6]([H:17])([H:18])[H:19])[H:13])([H:11])[H:12])([H:9])[H:10])([H:7])[H:8]>>[C:0]1([H:7])([H:8])[C:1]([H:9])([H:10])[C:2]([H:11])([H:12])[C:3]1([C:4]([C:5]([H:14])([H:15])[H:16])[C:6]([H:17])([H:18])[H:19])[H:13],69.4126
[C:0](=[C:1]([C:2]([C:3]([C:4]([C:5]([C:6]([H:17])([H:18])[H:19])[H:16])([H:14])[H:15])([H:12])[H:13])([H:10])[H:11])[H:9])([H:7])[H:8]>>[C:0]1([H:7])([H:8])[C:1]([H:9])[C:2]([H:10])([H:11])[C:3]([H:12])([H:13])[C:4]([H:14])([H:15])[C:5]1([C:6]([H:17])([H:18])[H:19])[H:16],39.5806
[C:0](=[C:1]([C:2]([C:3]([C:4]([C:5]([C:6]([H:17])([H:18])[H:19])[H:16])([H:14])[H:15])([H:12])[H:13])([H:10])[H:11])[H:9])([H:7])[H:8]>>[C:0]([C:1]1([H:9])[C:2]([H:10])([H:11])[C:3]([H:12])([H:13])[C:4]([H:14])([H:15])[C:5]1([C:6]([H:17])([H:18])[H:19])[H:16])([H:7])[H:8],31.4218
[C:0](=[C:1]([C:2]([C:3]([C:4]([C:5]([C:6]([H:17])([H:18])[H:19])[H:16])([H:14])[H:15])([H:12])[H:13])([H:10])[H:11])[H:9])([H:7])[H:8]>>[C:0](=[C:1]([C:2]([C:3]([C:4]([C:5]([C:6]([H:17])([H:18])[H:19])([H:10])[H:16])([H:14])[H:15])([H:12])[H:13])[H:11])[H:9])([H:7])[H:8],41.6308
[C:0](=[C:1]([C:2]([C:3]([C:4]([C:5]([C:6]([H:17])([H:18])[H:19])[C:7]([H:20])([H:21])[H:22])([H:15])[H:16])([H:13])[H:14])([H:11])[H:12])[H:10])([H:8])[H:9]>>[C:0]1([H:8])([H:9])[C:1]([H:10])[C:2]([H:11])([H:12])[C:3]([H:13])([H:14])[C:4]([H:15])([H:16])[C:5]1([C:6]([H:17])([H:18])[H:19])[C:7]([H:20])([H:21])[H:22],41.045
[C:0](=[C:1]([C:2]([C:3]([C:4]([C:5]([C:6]([H:17])([H:18])[H:19])[C:7]([H:20])([H:21])[H:22])([H:15])[H:16])([H:13])[H:14])([H:11])[H:12])[H:10])([H:8])[H:9]>>[C:0]([C:1]1([H:10])[C:2]([H:11])([H:12])[C:3]([H:13])([H:14])[C:4]([H:15])([H:16])[C:5]1([C:6]([H:17])([H:18])[H:19])[C:7]([H:20])([H:21])[H:22])([H:8])[H:9],29.6227
[C:0]([C:1]([C:2]([C:3]([C:4](=[C:5]([C:6]([H:17])([H:18])[H:19])[H:16])[H:15])([H:13])[H:14])([H:11])[H:12])([H:9])[H:10])([H:7])[H:8]>>[C:0]1([H:7])([H:8])[C:1]([H:9])([H:10])[C:2]([H:11])([H:12])[C:3]([H:13])([H:14])[C:4]([H:15])[C:5]1([C:6]([H:17])([H:18])[H:19])[H:16],41.0032
[C:0]([C:1]([C:2]([C:3]([C:4](=[C:5]([C:6]([H:17])([H:18])[H:19])[H:16])[H:15])([H:13])[H:14])([H:11])[H:12])([H:9])[H:10])([H:7])[H:8]>>[C:0]1([H:7])([H:8])[C:1]([H:9])([H:10])[C:2]([H:11])([H:12])[C:3]([H:13])([H:14])[C:4]1([C:5]([C:6]([H:17])([H:18])[H:19])[H:16])[H:15],29.9574
[C:0]([C:1]([C:2]([H:10])([H:11])[H:12])([C:3]([C:4]([C:5](=[C:6]([H:18])[H:19])[H:17])([H:15])[H:16])([H:13])[H:14])[H:9])([H:7])[H:8]>>[C:0]1([H:7])([H:8])[C:1]([C:2]([H:10])([H:11])[H:12])([H:9])[C:3]([H:13])([H:14])[C:4]([H:15])([H:16])[C:5]([H:17])[C:6]1([H:18])[H:19],24.2672
[C:0]([C:1]([C:2]([H:10])([H:11])[H:12])([C:3]([C:4]([C:5](=[C:6]([H:18])[H:19])[H:17])([H:15])[H:16])([H:13])[H:14])[H:9])([H:7])[H:8]>>[C:0]1([H:7])([H:8])[C:1]([C:2]([H:10])([H:11])[H:12])([H:9])[C:3]([H:13])([H:14])[C:4]([H:15])([H:16])[C:5]1([C:6]([H:18])[H:19])[H:17],15.4808
