,err,model_unc,data_unc,unc,g,pred,index
[C:2]([C:3](=[O:4])[H:8])([H:5])([H:6])[H:7].[H:1]>>[C:2]([C:3]=[O:4])([H:5])([H:6])[H:7].[H:1][H:8],67.34461375188518,1.3879490431606205,6.612014450124733,6.756118533231101,17.091810790923773,84.43642454280895,164.0
[C:2]([C:3]=[O:4])([H:5])([H:6])[H:7].[H:1][H:8]>>[C:2]([C:3](=[O:4])[H:8])([H:5])([H:6])[H:7].[H:1],33.16817601388341,2.8103579267977294,6.081626674500192,6.69957421667281,37.14981995942071,70.31799597330412,165.0
[C:1]([C:2]=[O:3])([H:4])([H:5])[H:6].[C:7]([C:8]([O:9])([H:13])[H:14])([H:10])([H:11])[H:12]>>[C:1]([C:2](=[O:3])[H:13])([H:4])([H:5])[H:6].[C:7]([C:8](=[O:9])[H:14])([H:10])([H:11])[H:12],7.417936181909511,1.267609368557741,3.6608285929050264,3.8740804712713897,56.923084039386595,49.505147857477084,166.0
[C:1]([C:2](=[O:3])[H:13])([H:4])([H:5])[H:6].[C:7]([C:8](=[O:9])[H:14])([H:10])([H:11])[H:12]>>[C:1]([C:2]=[O:3])([H:4])([H:5])[H:6].[C:7]([C:8]([O:9])([H:13])[H:14])([H:10])([H:11])[H:12],47.653217991083494,1.148547499113276,3.4633123448700633,3.648793465770396,122.70557946196641,75.05236147088291,167.0
[C:1]([C:2]([O:3])([H:7])[H:8])([H:4])([H:5])[H:6].[C:9]([C:10](=[O:11])[O:12][C:13]([H:16])([H:17])[H:18])([H:14])[H:15]>>[C:1]([C:2](=[O:3])[H:8])([H:4])([H:5])[H:6].[H:7][C:9]([C:10](=[O:11])[O:12][C:13]([H:16])([H:17])[H:18])([H:14])[H:15],10.735461729593752,3.2415993242964394,4.887317576633881,5.864626098410163,45.44353454821976,56.17899627781351,168.0
[C:1]([C:2](=[O:3])[H:8])([H:4])([H:5])[H:6].[H:7][C:9]([C:10](=[O:11])[O:12][C:13]([H:16])([H:17])[H:18])([H:14])[H:15]>>[C:1]([C:2]([O:3])([H:7])[H:8])([H:4])([H:5])[H:6].[C:9]([C:10](=[O:11])[O:12][C:13]([H:16])([H:17])[H:18])([H:14])[H:15],40.87501000051756,1.783201946402743,3.8393738843055645,4.233273084168103,122.29052815109026,81.4155181505727,169.0
[C:1]([C:2]([H:6])[H:7])([H:3])([H:4])[H:5].[C:8]([C:9]([O:10])([H:14])[H:15])([H:11])([H:12])[H:13]>>[C:1]([C:2]([H:6])([H:7])[H:14])([H:3])([H:4])[H:5].[C:8]([C:9](=[O:10])[H:15])([H:11])([H:12])[H:13],9.753073436952079,2.4149293892625714,5.542314543413423,6.045588015508172,44.67434043082176,54.427413867773836,170.0
[C:1]([C:2]([H:6])([H:7])[H:14])([H:3])([H:4])[H:5].[C:8]([C:9](=[O:10])[H:15])([H:11])([H:12])[H:13]>>[C:1]([C:2]([H:6])[H:7])([H:3])([H:4])[H:5].[C:8]([C:9]([O:10])([H:14])[H:15])([H:11])([H:12])[H:13],35.02563898884959,3.024483441179635,4.385774608337368,5.327524659830924,116.91774065452046,81.89210166567086,171.0
[C:1]([C:2]([O:3])([H:7])[H:8])([H:4])([H:5])[H:6].[C:9]([O:10][C:11]([C:12]([H:16])([H:17])[H:18])=[O:13])([H:14])[H:15]>>[C:1]([C:2](=[O:3])[H:8])([H:4])([H:5])[H:6].[H:7][C:9]([O:10][C:11]([C:12]([H:16])([H:17])[H:18])=[O:13])([H:14])[H:15],7.269437050650289,1.7869583431376843,3.947989519721658,4.333571433349336,48.76928271498764,56.03871976563793,172.0
[C:1]([C:2](=[O:3])[H:8])([H:4])([H:5])[H:6].[H:7][C:9]([O:10][C:11]([C:12]([H:16])([H:17])[H:18])=[O:13])([H:14])[H:15]>>[C:1]([C:2]([O:3])([H:7])[H:8])([H:4])([H:5])[H:6].[C:9]([O:10][C:11]([C:12]([H:16])([H:17])[H:18])=[O:13])([H:14])[H:15],38.047403470624175,1.346556847962875,3.7092628490263775,3.9461178679764486,122.71274034189992,84.66533687127574,173.0
[C:1]([H:2])([H:3])[H:4].[C:5]([C:6]([O:7])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([H:2])([H:3])([H:4])[H:11].[C:5]([C:6](=[O:7])[H:12])([H:8])([H:9])[H:10],17.043343520807433,3.266874875702876,5.230346353486936,6.166765313430759,33.880442335183034,50.92378585599047,174.0
[C:1]([H:2])([H:3])([H:4])[H:11].[C:5]([C:6](=[O:7])[H:12])([H:8])([H:9])[H:10]>>[C:1]([H:2])([H:3])[H:4].[C:5]([C:6]([O:7])([H:11])[H:12])([H:8])([H:9])[H:10],33.35863124193355,4.286743614256225,5.2097719902369475,6.746695117212869,115.39449865744973,82.03586741551618,175.0
[C:1](=[O:2])[H:3].[C:4]([C:5]([O:6])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1](=[O:2])([H:3])[H:10].[C:4]([C:5](=[O:6])[H:11])([H:7])([H:8])[H:9],5.616980212868846,2.1407381460934123,4.803564400842748,5.25899142071778,51.84564550392679,46.22866529105794,176.0
[C:1](=[O:2])([H:3])[H:10].[C:4]([C:5](=[O:6])[H:11])([H:7])([H:8])[H:9]>>[C:1](=[O:2])[H:3].[C:4]([C:5]([O:6])([H:10])[H:11])([H:7])([H:8])[H:9],45.334490392229014,1.908164592297762,3.5903240391841673,4.065897049562691,116.31375554329134,70.97926515106232,177.0
[C:2]([C:3]([O:4])([H:8])[H:9])([H:5])([H:6])[H:7].[H:1]>>[C:2]([C:3](=[O:4])[H:9])([H:5])([H:6])[H:7].[H:1][H:8],40.04226009746678,3.5576327975575492,6.483163744838075,7.395144573613149,22.624566786165815,62.666826883632595,178.0
[C:2]([C:3](=[O:4])[H:9])([H:5])([H:6])[H:7].[H:1][H:8]>>[C:2]([C:3]([O:4])([H:8])[H:9])([H:5])([H:6])[H:7].[H:1],35.54990897708676,0.9144368508316822,6.537463259884198,6.601107530444774,109.82501862343634,74.27510964634958,179.0
[C:11]([O:12][C:13]([C:14]([H:19])([H:20])[H:21])=[O:15])([H:16])([H:17])[H:18].[C:1]([C:2](=[O:3])[O:4][C:5]([H:8])([H:9])[H:10])([H:6])[H:7]>>[C:11]([O:12][C:13]([C:14]([H:19])([H:20])[H:21])=[O:15])([H:17])[H:18].[C:1]([C:2](=[O:3])[O:4][C:5]([H:8])([H:9])[H:10])([H:6])([H:7])[H:16],28.74901120334127,1.1610946160738422,3.7038175447168844,3.8815467422186574,50.47375435306458,79.22276555640585,180.0
[C:11]([O:12][C:13]([C:14]([H:19])([H:20])[H:21])=[O:15])([H:17])[H:18].[C:1]([C:2](=[O:3])[O:4][C:5]([H:8])([H:9])[H:10])([H:6])([H:7])[H:16]>>[C:11]([O:12][C:13]([C:14]([H:19])([H:20])[H:21])=[O:15])([H:16])([H:17])[H:18].[C:1]([C:2](=[O:3])[O:4][C:5]([H:8])([H:9])[H:10])([H:6])[H:7],20.958429361515286,0.3898647608866402,4.633392411348182,4.649765560683691,53.135313811246306,74.09374317276159,181.0
[C:1]([H:2])([H:3])[H:4].[C:5]([O:6][C:7]([C:8]([H:13])([H:14])[H:15])=[O:9])([H:10])([H:11])[H:12]>>[C:1]([H:2])([H:3])([H:4])[H:13].[C:5]([O:6][C:7]([C:8]([H:14])[H:15])=[O:9])([H:10])([H:11])[H:12],39.53049171190108,1.4402606962845037,2.9917288990029514,3.3203603235780506,35.051750914281,74.58224262618208,182.0
[C:1]([H:2])([H:3])([H:4])[H:13].[C:5]([O:6][C:7]([C:8]([H:14])[H:15])=[O:9])([H:10])([H:11])[H:12]>>[C:1]([H:2])([H:3])[H:4].[C:5]([O:6][C:7]([C:8]([H:13])([H:14])[H:15])=[O:9])([H:10])([H:11])[H:12],36.849335924642716,1.4652745239942788,5.93554539883855,6.113732788758448,39.59709821193246,76.44643413657518,183.0
[C:1]([H:2])([H:3])[H:4].[C:5]([O:6][C:7]([C:8]([H:13])([H:14])[H:15])=[O:9])([H:10])([H:11])[H:12]>>[C:1]([H:2])([H:3])([H:4])[H:10].[C:5]([O:6][C:7]([C:8]([H:13])([H:14])[H:15])=[O:9])([H:11])[H:12],41.91585886278759,1.188299428715791,3.1836250260574097,3.3981647751139614,38.16467467346229,80.08053353624987,184.0
[C:1]([H:2])([H:3])([H:4])[H:10].[C:5]([O:6][C:7]([C:8]([H:13])([H:14])[H:15])=[O:9])([H:11])[H:12]>>[C:1]([H:2])([H:3])[H:4].[C:5]([O:6][C:7]([C:8]([H:13])([H:14])[H:15])=[O:9])([H:10])([H:11])[H:12],30.63252390844056,2.4535928773302906,3.755829229869643,4.486242437901582,45.06908768659923,75.7016115950398,185.0
[C:2]([O:3][C:4]([C:5]([H:10])([H:11])[H:12])=[O:6])([H:7])([H:8])[H:9].[H:1]>>[H:1][O:6][C:4]([O:3][C:2]([H:7])([H:8])[H:9])[C:5]([H:10])([H:11])[H:12],48.067629757056395,3.7429779508761483,5.602530686604927,6.73782116378098,39.41880818514619,87.48643794220258,186.0
[H:1][O:6][C:4]([O:3][C:2]([H:7])([H:8])[H:9])[C:5]([H:10])([H:11])[H:12]>>[C:2]([O:3][C:4]([C:5]([H:10])([H:11])[H:12])=[O:6])([H:7])([H:8])[H:9].[H:1],0.7517353690329855,3.0662087445741553,5.7707470283460385,6.534765285032635,32.39049554275698,31.638760173723995,187.0
[C:2]([O:3][C:4]([C:5]([H:10])([H:11])[H:12])=[O:6])([H:7])([H:8])[H:9].[H:1]>>[C:2]([O:3][C:4]([C:5]([H:11])[H:12])=[O:6])([H:7])([H:8])[H:9].[H:1][H:10],64.12622842007906,2.6342315803613845,6.247180873262581,6.779855815740557,24.437191204429837,88.5634196245089,188.0
[C:2]([O:3][C:4]([C:5]([H:11])[H:12])=[O:6])([H:7])([H:8])[H:9].[H:1][H:10]>>[C:2]([O:3][C:4]([C:5]([H:10])([H:11])[H:12])=[O:6])([H:7])([H:8])[H:9].[H:1],34.697745927937916,2.1752853224879636,5.589251048871596,5.997632326305423,34.97978129456169,69.6775272224996,189.0
[C:2]([O:3][C:4]([C:5]([H:10])([H:11])[H:12])=[O:6])([H:7])([H:8])[H:9].[H:1]>>[C:2]([O:3][C:4]([C:5]([H:10])([H:11])[H:12])=[O:6])([H:8])[H:9].[H:1][H:7],67.659511329756,2.013504209976842,5.797020897170893,6.1367459199343175,23.994933138688793,91.6544444684448,190.0
[C:2]([O:3][C:4]([C:5]([H:10])([H:11])[H:12])=[O:6])([H:8])[H:9].[H:1][H:7]>>[C:2]([O:3][C:4]([C:5]([H:10])([H:11])[H:12])=[O:6])([H:7])([H:8])[H:9].[H:1],30.405286669204287,1.3004579099964408,4.146497126777837,4.345644854109591,36.81264502101112,67.21793169021541,191.0
[C:1]([C:2]=[O:3])([H:4])([H:5])[H:6].[C:7]([O:8][C:9]([C:10]([H:15])([H:16])[H:17])[O:11][H:18])([H:12])([H:13])[H:14]>>[C:1]([C:2](=[O:3])[H:18])([H:4])([H:5])[H:6].[C:7]([O:8][C:9]([C:10]([H:15])([H:16])[H:17])=[O:11])([H:12])([H:13])[H:14],11.972891547833491,1.7501579683401467,4.3612082921198345,4.699275548571217,50.48814842978027,38.515256881946776,192.0
[C:1]([C:2](=[O:3])[H:18])([H:4])([H:5])[H:6].[C:7]([O:8][C:9]([C:10]([H:15])([H:16])[H:17])=[O:11])([H:12])([H:13])[H:14]>>[C:1]([C:2]=[O:3])([H:4])([H:5])[H:6].[C:7]([O:8][C:9]([C:10]([H:15])([H:16])[H:17])[O:11][H:18])([H:12])([H:13])[H:14],44.218494921930045,1.8949664168046045,3.2729178899940585,3.781916079907173,126.85206902731443,82.63357410538438,193.0
[C:11]([O:12][C:13]([C:14]([H:19])([H:20])[H:21])[O:15][H:22])([H:16])([H:17])[H:18].[C:1]([C:2](=[O:3])[O:4][C:5]([H:8])([H:9])[H:10])([H:6])[H:7]>>[C:11]([O:12][C:13]([C:14]([H:19])([H:20])[H:21])=[O:15])([H:16])([H:17])[H:18].[C:1]([C:2](=[O:3])[O:4][C:5]([H:8])([H:9])[H:10])([H:6])([H:7])[H:22],15.40729359464111,1.5611877620763905,4.248635782064061,4.526390751701866,53.51072723179823,38.10343363715712,194.0
[C:11]([O:12][C:13]([C:14]([H:19])([H:20])[H:21])=[O:15])([H:16])([H:17])[H:18].[C:1]([C:2](=[O:3])[O:4][C:5]([H:8])([H:9])[H:10])([H:6])([H:7])[H:22]>>[C:11]([O:12][C:13]([C:14]([H:19])([H:20])[H:21])[O:15][H:22])([H:16])([H:17])[H:18].[C:1]([C:2](=[O:3])[O:4][C:5]([H:8])([H:9])[H:10])([H:6])[H:7],61.2227207136568,1.6683203645481868,4.654825339419053,4.94476407720974,140.17181554011768,78.94909482646088,195.0
[C:1]([C:2]([H:6])[H:7])([H:3])([H:4])[H:5].[C:8]([O:9][C:10]([C:11]([H:16])([H:17])[H:18])[O:12][H:19])([H:13])([H:14])[H:15]>>[C:1]([C:2]([H:6])([H:7])[H:19])([H:3])([H:4])[H:5].[C:8]([O:9][C:10]([C:11]([H:16])([H:17])[H:18])=[O:12])([H:13])([H:14])[H:15],10.39698700545415,1.7356459755728932,3.9555383994924416,4.319577639351052,45.18993051809957,34.79294351264542,196.0
[C:1]([C:2]([H:6])([H:7])[H:19])([H:3])([H:4])[H:5].[C:8]([O:9][C:10]([C:11]([H:16])([H:17])[H:18])=[O:12])([H:13])([H:14])[H:15]>>[C:1]([C:2]([H:6])[H:7])([H:3])([H:4])[H:5].[C:8]([O:9][C:10]([C:11]([H:16])([H:17])[H:18])[O:12][H:19])([H:13])([H:14])[H:15],45.84897909352469,1.3787282206276146,4.576148944421381,4.779333705432578,127.63531854882604,81.78633945530134,197.0
[C:11]([O:12][C:13]([C:14]([H:19])([H:20])[H:21])[O:15][H:22])([H:16])([H:17])[H:18].[C:1]([O:2][C:3]([C:4]([H:8])([H:9])[H:10])=[O:5])([H:6])[H:7]>>[C:11]([O:12][C:13]([C:14]([H:19])([H:20])[H:21])=[O:15])([H:16])([H:17])[H:18].[C:1]([O:2][C:3]([C:4]([H:8])([H:9])[H:10])=[O:5])([H:6])([H:7])[H:22],12.268725392422901,1.663006724012373,4.0457989082020696,4.374251955445573,51.81059141125297,39.54186601883007,198.0
[C:11]([O:12][C:13]([C:14]([H:19])([H:20])[H:21])=[O:15])([H:16])([H:17])[H:18].[C:1]([O:2][C:3]([C:4]([H:8])([H:9])[H:10])=[O:5])([H:6])([H:7])[H:22]>>[C:11]([O:12][C:13]([C:14]([H:19])([H:20])[H:21])[O:15][H:22])([H:16])([H:17])[H:18].[C:1]([O:2][C:3]([C:4]([H:8])([H:9])[H:10])=[O:5])([H:6])[H:7],52.0934187679307,2.219823163629742,4.629234838882788,5.1339487795763326,135.85564916208386,83.76223039415316,199.0
[C:1]([H:2])([H:3])[H:4].[C:5]([O:6][C:7]([C:8]([H:13])([H:14])[H:15])[O:9][H:16])([H:10])([H:11])[H:12]>>[C:1]([H:2])([H:3])([H:4])[H:16].[C:5]([O:6][C:7]([C:8]([H:13])([H:14])[H:15])=[O:9])([H:10])([H:11])[H:12],5.250657054129469,1.4835097207987644,4.529540861275976,4.7662922178222695,35.21146309073083,29.96080603660136,200.0
[C:1]([H:2])([H:3])([H:4])[H:16].[C:5]([O:6][C:7]([C:8]([H:13])([H:14])[H:15])=[O:9])([H:10])([H:11])[H:12]>>[C:1]([H:2])([H:3])[H:4].[C:5]([O:6][C:7]([C:8]([H:13])([H:14])[H:15])[O:9][H:16])([H:10])([H:11])[H:12],49.519468595879744,2.053271615942976,5.875015217890795,6.223481994774749,127.02941423046286,77.50994563458312,201.0
[C:1](=[O:2])[H:3].[C:4]([O:5][C:6]([C:7]([H:12])([H:13])[H:14])[O:8][H:15])([H:9])([H:10])[H:11]>>[C:1](=[O:2])([H:3])[H:15].[C:4]([O:5][C:6]([C:7]([H:12])([H:13])[H:14])=[O:8])([H:9])([H:10])[H:11],7.360522779233953,1.5047766496278852,4.502041898022269,4.74686570452686,41.790037319326075,34.42951454009212,202.0
[C:1](=[O:2])([H:3])[H:15].[C:4]([O:5][C:6]([C:7]([H:12])([H:13])[H:14])=[O:8])([H:9])([H:10])[H:11]>>[C:1](=[O:2])[H:3].[C:4]([O:5][C:6]([C:7]([H:12])([H:13])[H:14])[O:8][H:15])([H:9])([H:10])[H:11],35.53586409855954,1.6596466523369364,4.249618509533085,4.562201714871822,117.72701270619291,82.19114860763337,203.0
[C:2]([O:3][C:4]([C:5]([H:10])([H:11])[H:12])[O:6][H:13])([H:7])([H:8])[H:9].[H:1]>>[C:2]([O:3][C:4]([C:5]([H:10])([H:11])[H:12])=[O:6])([H:7])([H:8])[H:9].[H:1][H:13],14.90251618320032,2.703006429972061,7.450934513160406,7.926075250707327,29.971375266526593,44.87389144972691,204.0
[C:2]([O:3][C:4]([C:5]([H:10])([H:11])[H:12])=[O:6])([H:7])([H:8])[H:9].[H:1][H:13]>>[C:2]([O:3][C:4]([C:5]([H:10])([H:11])[H:12])[O:6][H:13])([H:7])([H:8])[H:9].[H:1],41.947076192382625,2.1527119407287296,5.733780845569217,6.124574392133097,126.76020248743589,84.81312629505327,205.0
[C:1]([C:2]=[O:3])([H:4])([H:5])[H:6].[C:7]([C:8]=[O:9])([H:10])([H:11])[H:12]>>[C:1]([C:2](=[O:3])[H:10])([H:4])([H:5])[H:6].[C:7](=[C:8]=[O:9])([H:11])[H:12],1.244791471504243,1.5151602253719594,4.788633825176792,5.022621269832768,45.659200086200144,46.90399155770439,206.0
[C:1]([C:2](=[O:3])[H:10])([H:4])([H:5])[H:6].[C:7](=[C:8]=[O:9])([H:11])[H:12]>>[C:1]([C:2]=[O:3])([H:4])([H:5])[H:6].[C:7]([C:8]=[O:9])([H:10])([H:11])[H:12],7.172337554577709,2.1486668950694563,4.368218756455995,4.868069897836449,85.09602469811216,77.92368714353445,207.0
[C:1]([O:2])([H:3])([H:4])[H:5].[C:6]([C:7]=[O:8])([H:9])([H:10])[H:11]>>[C:1](=[O:2])([H:4])[H:5].[H:3][C:7]([C:6]([H:9])([H:10])[H:11])=[O:8],8.019586786290688,2.6755190935077255,4.428739683059766,5.1741798963732135,44.37409226107411,52.3936790473648,208.0
[C:1](=[O:2])([H:4])[H:5].[H:3][C:7]([C:6]([H:9])([H:10])[H:11])=[O:8]>>[C:1]([O:2])([H:3])([H:4])[H:5].[C:6]([C:7]=[O:8])([H:9])([H:10])[H:11],38.503602024393416,1.431774789463276,3.5148901951017364,3.795317131856695,104.1975882659026,65.69398624150918,209.0
[C:1]([O:2])([H:3])([H:4])[H:5].[C:6]([C:7]=[O:8])([H:9])([H:10])[H:11]>>[C:1]([O:2][C:7]([C:6]([H:9])([H:10])[H:11])=[O:8])([H:3])([H:4])[H:5],44.84449233638159,3.60498628502554,9.582548835446307,10.238220953805188,21.41623241882189,66.26072475520348,210.0
[C:1]([O:2][C:7]([C:6]([H:9])([H:10])[H:11])=[O:8])([H:3])([H:4])[H:5]>>[C:1]([O:2])([H:3])([H:4])[H:5].[C:6]([C:7]=[O:8])([H:9])([H:10])[H:11],18.519614251352493,1.7601839281685403,4.696196563454247,5.015227773848593,85.13566307150177,66.61604882014927,211.0
[C:5]([C:6]=[O:7])([H:8])([H:9])[H:10].[O:1]=[C:2][O:3][H:4]>>[H:4][C:6]([C:5]([H:8])([H:9])[H:10])=[O:7].[O:1]=[C:2]=[O:3],12.757229657037847,2.345138741268159,2.3559148413718414,3.324155600388302,54.44320684025297,41.68597718321512,212.0
[H:4][C:6]([C:5]([H:8])([H:9])[H:10])=[O:7].[O:1]=[C:2]=[O:3]>>[C:5]([C:6]=[O:7])([H:8])([H:9])[H:10].[O:1]=[C:2][O:3][H:4],43.066470317429705,3.2220916928010923,5.121395299887032,6.050666466970625,134.31921318150125,91.25274286407155,213.0
[C:1]([C:2]=[O:3])([H:4])([H:5])[H:6].[C:7]([C:8](=[O:9])[O:10][C:11]([H:14])([H:15])[H:16])([H:12])[H:13]>>[C:1](=[C:2]=[O:3])([H:5])[H:6].[H:4][C:7]([C:8](=[O:9])[O:10][C:11]([H:14])([H:15])[H:16])([H:12])[H:13],4.717760830754024,1.5922764332664734,3.515622685370502,3.859397246439851,49.8885390877258,54.60629991847983,214.0
[C:1](=[C:2]=[O:3])([H:5])[H:6].[H:4][C:7]([C:8](=[O:9])[O:10][C:11]([H:14])([H:15])[H:16])([H:12])[H:13]>>[C:1]([C:2]=[O:3])([H:4])([H:5])[H:6].[C:7]([C:8](=[O:9])[O:10][C:11]([H:14])([H:15])[H:16])([H:12])[H:13],18.704070526148897,1.5887971280812256,3.829953647260365,4.146422705702124,100.21339155756868,81.50932103141979,215.0
[C:1]([C:2]=[O:3])([H:4])([H:5])[H:6].[C:7]([C:8]([H:12])[H:13])([H:9])([H:10])[H:11]>>[C:1]([C:2](=[O:3])[H:9])([H:4])([H:5])[H:6].[C:7](=[C:8]([H:12])[H:13])([H:10])[H:11],17.670331927763577,1.668484479893566,4.378188802703709,4.685336450220606,65.03540459982469,47.36507267206111,216.0
[C:1]([C:2](=[O:3])[H:9])([H:4])([H:5])[H:6].[C:7](=[C:8]([H:12])[H:13])([H:10])[H:11]>>[C:1]([C:2]=[O:3])([H:4])([H:5])[H:6].[C:7]([C:8]([H:12])[H:13])([H:9])([H:10])[H:11],37.353186000632746,1.1726567945479138,3.8132874315954104,3.989521900398958,107.19860328984214,69.8454172892094,217.0
[C:1]([C:2]=[O:3])([H:4])([H:5])[H:6].[C:7]([C:8]([H:12])[H:13])([H:9])([H:10])[H:11]>>[C:1](=[C:2]=[O:3])([H:5])[H:6].[H:4][C:8]([C:7]([H:9])([H:10])[H:11])([H:12])[H:13],10.120286120441122,1.0407492096164381,3.657665085106202,3.802850613963451,41.37055182433687,51.490837944777994,218.0
[C:1](=[C:2]=[O:3])([H:5])[H:6].[H:4][C:8]([C:7]([H:9])([H:10])[H:11])([H:12])[H:13]>>[C:1]([C:2]=[O:3])([H:4])([H:5])[H:6].[C:7]([C:8]([H:12])[H:13])([H:9])([H:10])[H:11],8.02499231082416,2.8220726076659104,5.107508971581822,5.835301337354145,88.61316318824538,80.58817087742122,219.0
[C:1]([O:2][H:5])([H:3])[H:4].[C:6]([C:7]=[O:8])([H:9])([H:10])[H:11]>>[C:1](=[O:2])([H:3])[H:4].[H:5][C:7]([C:6]([H:9])([H:10])[H:11])=[O:8],1.7994740560403386,3.8984647275517443,5.022478754605873,6.3579336322764854,39.75928099756129,41.55875505360163,220.0
[C:1](=[O:2])([H:3])[H:4].[H:5][C:7]([C:6]([H:9])([H:10])[H:11])=[O:8]>>[C:1]([O:2][H:5])([H:3])[H:4].[C:6]([C:7]=[O:8])([H:9])([H:10])[H:11],16.94039062619909,1.5790295186665215,4.099951886202008,4.3935110890939635,92.82284822879592,75.88245760259683,221.0
[C:1]([C:2]=[O:3])([H:4])([H:5])[H:6].[C:7]([O:8][C:9]([C:10]([H:14])([H:15])[H:16])=[O:11])([H:12])[H:13]>>[C:1](=[C:2]=[O:3])([H:5])[H:6].[H:4][C:7]([O:8][C:9]([C:10]([H:14])([H:15])[H:16])=[O:11])([H:12])[H:13],6.343578067184673,0.9688238922911362,2.8223890475918614,2.984040829184588,48.84051662281854,55.184094690003214,222.0
[C:1](=[C:2]=[O:3])([H:5])[H:6].[H:4][C:7]([O:8][C:9]([C:10]([H:14])([H:15])[H:16])=[O:11])([H:12])[H:13]>>[C:1]([C:2]=[O:3])([H:4])([H:5])[H:6].[C:7]([O:8][C:9]([C:10]([H:14])([H:15])[H:16])=[O:11])([H:12])[H:13],13.648756722815364,1.0119673800678568,4.100955908086969,4.223969381801295,98.161271729914,84.51251500709864,223.0
[C:1]([H:2])([H:3])[H:4].[C:5]([C:6]=[O:7])([H:8])([H:9])[H:10]>>[C:1]([H:2])([H:3])([H:4])[H:8].[C:5](=[C:6]=[O:7])([H:9])[H:10],15.431154890306587,0.987118917878462,4.293445747276957,4.405460264585772,33.42422003003594,48.85537492034253,224.0
[C:1]([H:2])([H:3])([H:4])[H:8].[C:5](=[C:6]=[O:7])([H:9])[H:10]>>[C:1]([H:2])([H:3])[H:4].[C:5]([C:6]=[O:7])([H:8])([H:9])[H:10],13.444408740697526,3.771827611521284,6.092125604286249,7.1652409526431455,89.37469846989552,75.930289729198,225.0
[C:1](=[O:2])[H:3].[C:4]([C:5]=[O:6])([H:7])([H:8])[H:9]>>[C:1](=[O:2])([H:3])[H:7].[C:4](=[C:5]=[O:6])([H:8])[H:9],1.6607518835487198,1.7382344344620955,6.487038493299834,6.715886193400208,45.54241539907525,43.88166351552653,226.0
[C:1](=[O:2])([H:3])[H:7].[C:4](=[C:5]=[O:6])([H:8])[H:9]>>[C:1](=[O:2])[H:3].[C:4]([C:5]=[O:6])([H:7])([H:8])[H:9],11.929754834940283,1.2499741295646858,5.263357765328707,5.40974771042301,83.96913432466681,72.03937948972653,227.0
[C:1](=[O:2])[H:3].[C:4]([C:5]=[O:6])([H:7])([H:8])[H:9]>>[C-:1]#[O+:2].[H:3][C:5]([C:4]([H:7])([H:8])[H:9])=[O:6],5.880871330949745,1.6953013629043592,2.9855283724862347,3.433282157642404,46.37129623055807,40.49042489960833,228.0
[C-:1]#[O+:2].[H:3][C:5]([C:4]([H:7])([H:8])[H:9])=[O:6]>>[C:1](=[O:2])[H:3].[C:4]([C:5]=[O:6])([H:7])([H:8])[H:9],29.28424780964704,1.6386766140032007,5.784079084119934,6.011724535990874,109.65054339630296,80.36629558665592,229.0
[C:2]([C:3]=[O:4])([H:5])([H:6])[H:7].[H:1]>>[C:2](=[C:3]=[O:4])([H:6])[H:7].[H:1][H:5],30.584740681154265,2.1606051709893683,6.878081729070395,7.209453722486746,26.335172544175293,56.91991322532956,230.0
[C:2](=[C:3]=[O:4])([H:6])[H:7].[H:1][H:5]>>[C:2]([C:3]=[O:4])([H:5])([H:6])[H:7].[H:1],20.88001005304865,1.8412371313228455,5.89556697363271,6.176395721968496,87.65350314142415,66.7734930883755,231.0
[C:2]([C:3]=[O:4])([H:5])([H:6])[H:7].[H:1]>>[H:1][C:3]([C:2]([H:5])([H:6])[H:7])=[O:4],46.23269090316535,3.119831265792715,10.65557699191207,11.102912597944005,16.97692669200478,63.20961759517013,232.0
[H:1][C:3]([C:2]([H:5])([H:6])[H:7])=[O:4]>>[C:2]([C:3]=[O:4])([H:5])([H:6])[H:7].[H:1],9.430430232386456,1.7999362783057862,7.134673632534078,7.3582157109409545,85.78828066056303,76.35785042817658,233.0
[C:5]([C:6]=[O:7])([H:8])([H:9])[H:10].[O:1][C:2](=[O:3])[H:4]>>[H:4][C:6]([C:5]([H:8])([H:9])[H:10])=[O:7].[O:1]=[C:2]=[O:3],17.25414924924297,1.5040850078906618,4.058307173024394,4.328062941037562,35.034963312209584,52.289112561452555,234.0
[H:4][C:6]([C:5]([H:8])([H:9])[H:10])=[O:7].[O:1]=[C:2]=[O:3]>>[C:5]([C:6]=[O:7])([H:8])([H:9])[H:10].[O:1][C:2](=[O:3])[H:4],40.43003127094282,1.7901888157071437,6.6455195551433075,6.882420079715787,125.70073740865337,85.27070613771055,235.0
[C:1]([O:2])([H:3])([H:4])[H:5].[C:6]([C:7](=[O:8])[O:9][C:10]([H:13])([H:14])[H:15])([H:11])[H:12]>>[C:1](=[O:2])([H:4])[H:5].[H:3][C:6]([C:7](=[O:8])[O:9][C:10]([H:13])([H:14])[H:15])([H:11])[H:12],21.569468544247385,2.701880365742865,5.2794054695902854,5.930622195278217,41.089346697961446,62.65881524220883,236.0
